Rank,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1559,Layne Taylor,MRRY,18,24.9,8.1,2.8,6.4,0.435,1.6,4.5,0.358,0.9,1.1,0.842,0.7,1.8,2.6,2.8,0.8,0.1,1,1.6
1560,Jordan McCullum,ETSU,18,22.3,8.1,3,5.7,0.524,0.2,1.3,0.167,1.8,2.6,0.717,0.9,2.2,3.1,0.8,1.1,1.1,1,1.9
1561,Liutauras Lelevicius,TCU,18,23.4,8.1,2.6,5.6,0.47,1.5,3.3,0.45,1.3,1.6,0.857,0.6,2.3,2.9,0.5,0.3,0.1,0.5,0.7
1562,Jaylen Smith,ETSU,18,23.8,8.1,2.7,7.3,0.374,1.4,3.9,0.371,1.2,1.3,0.875,0.3,1.9,2.2,2.8,0.9,0.2,1.4,1.9
1563,Ajay Sheldon,OHIO,18,32.2,8.1,2.4,7,0.349,2.2,5.9,0.374,0.9,1.3,0.739,0.3,1.7,2.1,1.4,1.7,0,0.9,2.8
1564,Elmore James,BLLST,18,25.6,8.1,2.9,7.6,0.382,1.1,3.9,0.286,1.2,1.3,0.875,0.4,1.5,1.9,1,0.6,0.1,0.6,1.4
1565,A.J. Smith,BRDLY,20,24,8.1,2.7,6.2,0.435,1,2.6,0.365,1.7,2.4,0.723,1.6,3.7,5.2,1.3,1,0.4,0.8,2.8
1566,Isaiah Chappell,UCD,20,23.6,8.1,2.7,7.1,0.373,1.9,5.3,0.358,0.9,1.5,0.567,0.6,3.8,4.4,0.6,0.8,0.2,0.9,2.5
1567,Nick Dorn,IU,20,27.1,8.1,2.5,6.5,0.38,2,5.7,0.342,1.2,1.4,0.889,0.6,1.8,2.4,0.4,0.4,0.1,0.6,2
1568,Bukky Oboye,SCU,18,18.7,8,3.2,4.9,0.648,0.2,1.1,0.2,1.4,2.1,0.684,1.7,3.1,4.8,0.7,0.9,1.1,0.6,3.6
1569,Makhi Myles,SELU,22,23.2,8,2.5,6.7,0.374,1.2,3.7,0.321,1.8,2.2,0.833,1,2.9,3.8,0.6,1.8,0.6,1,2.1
1570,Pedro Santos,UTM,20,21.3,8,3.2,7.5,0.43,0.8,2.6,0.308,0.8,1.1,0.727,1.6,2.9,4.5,1,1.8,0.1,1.2,1.9
1571,Braelon Bush,CHIST,17,25,8,2.8,7.4,0.381,1.2,3.8,0.313,1.2,1.3,0.909,0.1,1.6,1.7,3.7,1.2,0,0.9,1.2
1572,Jo'el Emanuel,W&M,18,22.6,8,2.4,4.9,0.5,0.4,1.4,0.269,2.7,3.8,0.71,0.7,2.1,2.8,1.8,0.8,0.3,0.8,2.9
1573,Ace Flagg,MAINE,16,25.9,8,2.6,5.8,0.452,0.9,2.1,0.412,1.9,2.6,0.714,0.5,3.6,4.1,1.7,1.7,0.5,1.8,3.1
1574,Jaylen Benard,LONG,16,20.4,8,3.1,6.2,0.495,1.6,4,0.391,0.3,0.8,0.417,1.2,2,3.2,0.9,0.9,0.1,0.5,1.8
1575,Kyle Carlesimo,COLGT,18,24.6,8,2.8,7.4,0.381,1.8,5.3,0.347,0.5,0.6,0.818,0.4,2.1,2.4,1,1,0.2,0.8,1.6
1576,T.J. Caldwell,ARKST,18,18.6,8,2.3,6.6,0.347,1.4,4.1,0.342,2.1,2.6,0.804,0.4,1.7,2.1,0.9,0.9,0.3,1,1.6
1577,Miles Ndalama,FAMU,15,23.2,8,3,5.3,0.57,0,0,0,2,3.6,0.556,2.2,2.3,4.5,0.7,0.4,0.8,2,3.5
1578,Josh Reed,DREX,18,19.1,8,3.3,7.8,0.421,0.1,0.9,0.125,1.3,2,0.667,0.6,2.6,3.2,0.7,0.6,0.2,0.9,1.4
1579,Sadraque Nganga,SJSU,19,24.8,8,2.7,6.9,0.394,0.9,3,0.316,1.6,1.9,0.833,0.9,2.7,3.6,0.7,0.4,0.3,1.4,2.9
1580,Adrian Uchidiuno,BRWN,14,24.6,8,2.8,9.4,0.295,1.2,5.5,0.221,1.2,1.4,0.85,0.6,1.6,2.2,1,1.1,0.2,1.8,1.9
1581,Ty Pence,ILLST,20,23.1,8,3.1,6.3,0.492,0.6,2.1,0.286,1.2,1.9,0.622,0.8,3.3,4.1,1.6,0.4,0.3,1.1,1.4
1582,Mike Walz,RICH,18,22.6,7.9,2.9,6.3,0.46,0.9,2.7,0.354,1.2,1.4,0.846,1.5,4.9,6.4,2.2,0.4,0.9,1.3,2.3
1583,Jayden Williams,BUCK,18,33.8,7.9,2.5,7.5,0.333,1.1,3.8,0.294,1.8,2.2,0.825,0.3,2.4,2.8,4.1,1.4,0.2,1.6,2.1
1584,Jaiun Simon,DAY,17,23.5,7.9,2.4,4.4,0.554,0.5,1.1,0.474,2.6,3.2,0.8,1.2,3.3,4.5,1.7,0.6,0.6,1.4,2.8
1585,Vyctorius Miller,OKST,17,25.5,7.9,2.5,7.3,0.339,1,3.6,0.279,2,2.4,0.85,0.7,2,2.7,1.5,1.1,0.1,1.3,2.7
1586,Lukas Walls,RADF,16,27.6,7.9,2.5,5.1,0.488,1.3,3.2,0.412,1.6,2.1,0.788,0.5,1.9,2.4,1.1,0.9,0.2,0.9,2.8
1587,Gavin Gores,UWYOM,15,18.8,7.9,2.7,3.9,0.695,0.1,0.5,0.125,2.4,3.1,0.783,1.4,2.5,3.9,0.3,0.3,0.5,1.3,2.7
1588,Landon Clark,PRIN,14,30.1,7.9,2.7,6.4,0.427,1.7,4.3,0.4,0.8,0.9,0.846,0.5,3.2,3.7,2.2,0.8,0.4,1,1.9
1589,Magoon Gwath,SDSU,14,17.3,7.9,2.9,5.3,0.541,0.8,1.7,0.458,1.4,2.4,0.606,1.4,2.6,4,0.4,0.3,1.3,1.4,1.7
1590,Rahmir Moore,DESU,12,23.5,7.9,2.2,5.6,0.388,1.1,3.3,0.325,2.5,3,0.833,1.1,2,3.1,1.3,0.6,0.1,1.3,1.5
1591,Trent Johnson,HCU,22,30.2,7.9,2.6,5.4,0.483,1.6,3.9,0.424,1.1,1.4,0.774,0.8,2.5,3.3,2.4,0.7,0.6,1.4,1.4
1592,Adlan Elamin,USU,20,22.7,7.9,3,6.5,0.454,1,3.1,0.323,1,1.3,0.769,1,2.9,3.9,1.2,1,0.3,0.9,1.9
1593,Javar Daniels,UWG,18,20.1,7.9,3.3,5.7,0.578,0.3,0.6,0.455,1.1,1.6,0.655,1.7,3.3,5.1,0.8,0.9,1.8,0.6,2.4
1594,Antonio Chandler,SIENA,18,22,7.9,3.2,4.4,0.713,0,0.2,0,1.6,2.2,0.7,2.1,3.7,5.8,0.6,0.3,0.6,0.4,2.1
1595,Jalen Cooper,EKU,18,22.8,7.9,3.1,5.9,0.523,0.3,1.3,0.208,1.4,2.2,0.641,2.2,4.3,6.6,0.9,0.9,0.4,1.4,1.6
1596,Julius Halaifonua,GTOWN,18,17.4,7.9,2.9,4.9,0.591,0.2,0.3,0.6,1.9,2.8,0.686,1.4,2.3,3.7,1.3,0.3,0.7,1,2.3
1597,Caleb Foster,DUKE,18,25.2,7.9,3.1,7.1,0.433,1.2,3.1,0.382,0.6,1.2,0.5,0.7,2.9,3.6,2.9,0.2,0,1.1,1.5
1598,Victor Payne,STFPA,18,25.8,7.9,2.7,5.4,0.49,1.4,3.4,0.426,1.1,1.4,0.769,1,2.5,3.5,1.1,0.8,0.4,0.8,2.9
1599,Garfield Turner,DREX,17,20.3,7.9,2.6,4.3,0.616,0,0,0,2.6,4.2,0.611,2.2,3.1,5.3,1.3,0.3,0.5,1,3.1
1600,Davide Poser,NEWHA,16,28.7,7.9,2.7,7.9,0.339,2.1,6.6,0.314,0.4,0.8,0.583,0.9,2,2.9,2.1,0.9,0.1,0.7,2.6
1601,Andy Sigiscar,TARST,14,17.9,7.9,3.4,5.4,0.64,0,0,0,1,2.1,0.467,0.7,2.4,3.1,0.4,0.7,1.2,0.9,1.9
1602,Kaden Powers,RUTG,20,18.9,7.9,3.1,8.2,0.372,1.4,3.8,0.355,0.4,0.6,0.727,0.4,1.7,2.1,1.9,0.5,0.2,1.1,1.4
1603,Jimel Lane,GRAMB,13,24.2,7.8,2.9,6.7,0.437,0.3,1,0.308,1.7,2.2,0.759,1.2,3.3,4.5,1.2,1.4,0.5,2.2,1.6
1604,Troy Glover II,BGSU,18,24.7,7.8,3.2,4.9,0.659,0,0,0,1.4,2.8,0.5,2.9,3.2,6.1,0.3,0.7,1.6,0.9,2.8
1605,Brock Harding,TCU,18,32.2,7.8,2.6,7.8,0.336,1.1,3.6,0.297,1.6,2.4,0.636,0.4,2.6,3,5.8,1.6,0,2.1,1.6
1606,Anthony Robinson II,MZZOU,18,25,7.8,2.5,6.4,0.388,0.8,3.1,0.268,2,3.1,0.643,0.8,2,2.8,2.7,1,0.2,1.6,3
1607,Tasos Cook,CAM,18,24.2,7.8,2.6,6.1,0.427,1.6,3.7,0.418,1.1,1.3,0.792,0.6,1.3,1.9,1,0.9,0.1,0.6,1.9
1608,Santiago Trouet,ASU,16,25.4,7.8,2.9,6.7,0.43,0.2,0.6,0.333,1.9,2.4,0.789,2.6,3.5,6.1,0.9,0.8,0.9,0.9,2
1609,Scotty Washington,HP,16,18.2,7.8,2.6,5.1,0.512,1.1,2.7,0.419,1.4,1.8,0.793,0.3,2.6,2.8,1.1,0.8,0.4,0.7,1.4
1610,Collin Mulholland,CHATT,16,16.1,7.8,3,6.6,0.457,0.8,2.6,0.293,1.1,1.3,0.85,0.6,2.8,3.4,1.6,0.3,0.5,0.9,2.4
1611,Joshua DeCady,HOF,16,27.1,7.8,2.6,6.3,0.416,0.9,2.5,0.35,1.7,2.8,0.6,1.4,2.2,3.6,0.8,0.9,0.5,1,2.8
1612,Sam Brown,DAV,16,24.1,7.8,2.9,7.9,0.362,1,4,0.25,1.1,1.3,0.85,0.2,1.9,2.1,2.2,0.6,0,1.2,1.3
1613,Jacobe Coleman,SHSU,20,22,7.8,2.8,6.1,0.459,1.2,3.1,0.393,1,1.5,0.69,0.9,1.6,2.5,1.6,0.3,0,0.8,1.4
1614,Kur Teng,MCHST,20,18.3,7.8,2.8,7.1,0.387,1.8,4.4,0.398,0.6,0.7,0.846,0.7,1.7,2.4,0.8,0.2,0.1,0.9,1.5
1615,Wei Lin,OREG,19,19.8,7.8,2.5,6.7,0.37,1.3,4.1,0.321,1.5,1.8,0.829,0.2,0.6,0.8,1.9,0.6,0,1.3,1.5
1616,Mike Price,CSUB,19,19,7.8,2.9,7.2,0.412,1.2,3.4,0.338,0.7,1.1,0.7,0.2,1.1,1.2,0.8,0.5,0.1,1,2.1
1617,Samson Aletan,YALE,14,26.4,7.8,3.2,5.4,0.592,0,0,0,1.4,2.9,0.475,1.9,3.4,5.2,1.1,0.6,1.1,1.1,2.7
1618,Josh Pascarelli,COLST,14,26.5,7.8,2.6,7.2,0.366,1.5,4.9,0.304,1,1.2,0.824,1.1,2.4,3.5,1.2,0.6,0.1,1,1.9
1619,Quinton Perkins II,MER,14,21.7,7.8,2.8,6.1,0.459,1.6,3.5,0.449,0.6,0.7,0.9,0.2,1.1,1.4,1.4,0.6,0.3,1.2,1.8
1620,Isaiah Langham,BRWN,14,20.6,7.8,2.9,7.1,0.414,0.4,2.1,0.2,1.5,2.6,0.583,0.4,1.9,2.3,0.7,0.9,0.3,1.4,1.2
1621,Sam Dada,WCU,18,23.7,7.8,3.4,4.7,0.726,0,0.1,0,1,1.3,0.75,3.4,5.1,8.5,0.8,0.5,1.1,0.7,2.6
1622,Jaden Clayton,PACI,18,32.1,7.8,2.7,7.8,0.348,1.2,3.7,0.318,1.2,1.6,0.724,0.5,3.4,3.9,6.9,1.1,0,2.6,1.8
1623,Will Felton,NC A&T,18,18.4,7.8,3.1,4.5,0.679,0,0,0,1.7,2.6,0.652,1.8,2.4,4.3,0.3,0.5,0.2,0.8,1.9
1624,Garwey Dual,MCNST,22,25.5,7.8,2.7,6,0.455,0.6,2.1,0.298,1.7,2.1,0.787,1,1.5,2.5,3.8,1.5,0.7,1.6,2.5
1625,T.J. Williams,WICHI,17,21.7,7.8,2.8,5.7,0.485,0,0.1,0,2.2,3.2,0.691,1.8,2.7,4.5,1.5,0.7,0.2,1,2.1
1626,Tolu Samuels,USI,20,31.8,7.8,2.6,6,0.437,0.2,0.6,0.273,2.4,4.1,0.593,2.9,5.8,8.7,1.2,0.5,0.8,1.1,2
1627,Felix Okpara,TENN,16,27.8,7.8,3.3,4.9,0.667,0,0.2,0,1.3,1.9,0.667,2.9,4.1,6.9,0.4,0.2,1.1,1.1,2.9
1628,Afan Trnka,UTM,16,23.1,7.8,2.1,5.5,0.386,1.3,3.5,0.357,2.3,3.1,0.72,1.1,2.1,3.1,1.8,0.8,0.4,1.9,2
1629,Learic Davis,USCU,12,20.5,7.8,2.8,5.8,0.471,0.7,2.1,0.32,1.6,2.2,0.731,1,2.6,3.6,0.5,0.3,0.3,1.6,2.7
1630,Christian Winborne,NICH,19,24.2,7.7,2.6,7.2,0.365,1.8,5.6,0.33,0.6,0.9,0.706,0.5,0.9,1.5,1.2,1.5,0,0.7,1.8
1631,Keonte Jones,DAY,18,30.8,7.7,2.7,5.2,0.516,0.4,1.2,0.333,2,3,0.667,1.6,3.7,5.3,2.2,1,0.7,1.7,2.8
1632,Bryson Tiller,KU,18,26.7,7.7,2.8,6.1,0.459,0.3,1.1,0.25,1.9,2.7,0.708,1.7,4.6,6.3,1.5,0.4,1.2,2.1,2.1
1633,Michael Belle,VCU,18,23.8,7.7,3.1,5.7,0.534,0.4,0.9,0.5,1.2,2.4,0.477,1.6,3.7,5.2,0.6,0.7,1,0.9,2.6
1634,Damarco Minor,PITT,18,32.8,7.7,2.3,7.3,0.318,1.6,5.8,0.279,1.4,1.7,0.867,0.6,3.3,3.8,3.4,1.1,0.2,1.6,2.3
1635,Calvin Sirmans,STET,18,25.1,7.7,2.2,5.9,0.368,0.8,2.5,0.311,2.6,3.3,0.783,0.4,1.2,1.7,5,1,0.1,2,2.2
1636,Lachlan Brewer,IDHST,18,30.6,7.7,2.8,6.7,0.417,1.2,3.7,0.313,1,1.2,0.857,1.2,2.3,3.5,0.9,0.6,0.4,1.1,1.4
1637,"Kennard Davis, Jr.",BYU,18,28.7,7.7,2.6,6.8,0.374,1.3,4.9,0.27,1.3,1.6,0.821,1,1.9,2.9,1.2,0.9,0.3,0.7,2.3
1638,Logan Applegate,CTDL,18,18.8,7.7,2.4,6.3,0.377,1.7,5.2,0.33,1.2,1.4,0.846,0.2,2,2.2,1.2,0.7,0.1,0.6,1.3
1639,Bowen Hardman,AKR,18,18.2,7.7,2.6,6.1,0.422,2.3,5.4,0.429,0.3,0.3,0.833,0.1,1.3,1.3,0.3,0.1,0,0.3,0.6
1640,Jacari White,UVA,14,17.3,7.7,2.6,6.4,0.416,1.8,4.9,0.368,0.6,0.8,0.818,0.5,1.6,2.1,1.3,0.4,0.1,1.1,1.1
1641,Caleb Williams,GTOWN,20,30,7.7,2.6,6.2,0.419,1.3,3.3,0.379,1.3,1.6,0.781,1.5,3.4,4.9,1.4,0.6,0.1,0.9,2.4
1642,Ty Owens,TNTCH,20,29.1,7.7,2.6,6.8,0.382,0.8,2.6,0.314,1.7,2,0.85,0.2,2.7,2.8,3.4,0.7,0.2,2.2,1.7
1643,Osiris Grady,UCR,20,29.3,7.7,3.1,7.9,0.392,0.2,1.3,0.16,1.3,2.5,0.531,1.2,3.7,4.8,1.6,0.4,0.7,1.1,2.4
1644,Abass Bodija,FORD,13,20.9,7.7,2.5,6.1,0.405,0.4,1.3,0.294,2.4,2.9,0.816,1.8,3.4,5.2,0.5,0.7,0.4,0.8,2.6
1645,Ashley Sims II,BRYNT,16,34.2,7.7,3.1,6.3,0.495,0.2,0.8,0.231,1.3,2.1,0.606,1.3,4.1,5.3,1.9,0.6,0.4,1.2,1.7
1646,Braden Hausen,HP,16,26.4,7.7,2.8,6.8,0.404,1.7,5,0.338,0.5,0.6,0.8,0.9,2.9,3.9,1.6,1.3,0.2,0.6,1.6
1647,D.J. Jefferson,GWU,16,18.1,7.7,2.8,6.4,0.431,1.1,3.3,0.34,1.1,1.6,0.68,0.5,2.9,3.4,0.6,0.4,0.4,1.7,1.3
1648,Malachi Moreno,UK,18,23.7,7.7,2.7,4.7,0.565,0,0.1,0,2.3,3.4,0.689,2.5,4.1,6.6,2.1,0.5,1.8,1.5,2.8
1649,Sam Donald,BELL,18,27.4,7.7,2.7,4.5,0.605,1.2,2.5,0.489,1,1.3,0.75,0.4,3.4,3.9,1.8,0.6,0.2,0.7,1.4
1650,Ja'Corey Robinson,APSU,18,19.8,7.7,3.1,6,0.509,0.1,0.3,0.167,1.5,1.9,0.794,0.9,2.3,3.2,2.1,1.1,0.6,1.2,1.7
1651,"Mike Gray, Jr.",WICHI,18,28.2,7.7,2.4,8,0.299,1.2,4.6,0.253,1.7,2,0.861,0.5,3.1,3.6,2.4,0.6,0.3,1.2,2
1652,Truman Claytor IV,UALR,18,18.4,7.7,2.9,7,0.413,0.9,2.6,0.34,1,1.4,0.72,0.3,1.4,1.7,0.7,0.9,0.2,0.8,2.3
1653,Ralph Martino Jr.,STFPA,6,23.3,7.7,2.2,4,0.542,1,2,0.5,2.3,2.8,0.824,0.7,2,2.7,1.3,1.3,0.2,0.2,1.2
1654,Kaden Brown,USI,3,19.7,7.7,2,6.3,0.316,1.3,4.3,0.308,2.3,2.3,1,0,0.7,0.7,0.3,0.7,0,2,0.7
1655,Will Shortt,NIAG,20,21.3,7.7,3.5,5.5,0.636,0,0,0,0.7,1.5,0.433,2.1,2.9,5,0.8,0.3,1.1,1.1,1.7
1656,Josiah Sabino,NIAG,20,20.5,7.7,2.7,5.8,0.457,0.5,1.8,0.278,1.9,2,0.949,1,4.1,5.1,0.8,0.7,0.4,1.2,2.1
1657,Anthony Wrzeszcz,NMSU,20,25.8,7.7,2.5,7.1,0.352,1.9,5.9,0.325,0.8,1,0.789,0.3,2.1,2.4,0.9,0.5,0.1,0.7,2
1658,Lee Dort,Cal,11,22.5,7.6,3,5.5,0.55,0,0,0,1.6,2.7,0.6,2.1,5.5,7.6,0.4,0.6,0.5,0.8,3.2
1659,Jaden Henderson,CSFUL,19,16.6,7.6,3.1,6.2,0.496,1.3,3.2,0.41,0.2,0.3,0.667,0.6,2,2.6,1.5,0.4,0.1,0.9,1.5
1660,Ethan Simmon,SB,16,20.9,7.6,2.8,5.4,0.512,1.7,3.8,0.45,0.4,0.8,0.583,0.1,1.2,1.3,0.4,0.6,0.3,0.4,1.6
1661,Florian Tenebay,SCSU,13,25.2,7.6,1.9,4.9,0.391,0.4,1,0.385,3.4,4.2,0.8,0.8,2.2,3,2,1.6,0.1,1.9,2.1
1662,Elzie Harrington,SDSU,13,22.8,7.6,2.8,6.5,0.435,0.5,1.8,0.25,1.5,1.6,0.905,0.5,1.3,1.8,2.3,1,0.1,1.6,1.7
1663,Andrew McKeever,STMRY,18,20.9,7.6,3,6.1,0.491,0,0,0,1.6,2.4,0.659,3.4,5.2,8.6,1.8,0.7,0.6,1.8,2.1
1664,Ben Vander Wal,FRMN,18,29.5,7.6,3.2,4.9,0.652,0.1,0.3,0.167,1.1,2.5,0.444,2.6,3.4,6,2.4,0.4,0.4,0.8,2.2
1665,Achor Achor,MISST,18,19.9,7.6,3,6.4,0.466,0.7,2.1,0.342,0.9,1.3,0.696,2.3,4.2,6.5,0.4,0.6,0.7,0.9,2.4
1666,Kevon Vanderhorst,DREX,18,29.9,7.6,2.9,7,0.421,0.5,2.2,0.231,1.2,1.7,0.733,0.7,2,2.7,2.7,0.9,0,1.4,1.7
1667,Kyler Vanderjagt,U of T,18,21.3,7.6,2.6,5.7,0.461,0.9,2.4,0.372,1.5,1.9,0.794,0.4,0.9,1.3,1,1.1,0,1.3,1.3
1668,Deywilk Tavarez,L-IL,18,22.3,7.6,2.4,8.3,0.295,1.7,6.4,0.267,1,1.2,0.818,0.2,1.9,2.1,1.8,0.8,0.1,1.4,1.9
1669,Brendan Coyle,SIENA,20,28.4,7.6,2.5,7.4,0.331,1.9,6.6,0.29,0.8,1,0.8,0.5,3.7,4.2,0.8,0.5,0.1,1,2
1670,Ryan Mabrey,MAINE,15,28.9,7.6,2.7,7,0.381,1.7,4.7,0.357,0.6,0.9,0.643,0.3,2.9,3.2,1.7,0.9,0.1,1.1,1.6
1671,Albert Vargas,RMU,15,25.7,7.6,2.1,5.8,0.368,1.2,3.1,0.383,2.1,2.5,0.865,0.3,1.9,2.2,3.9,0.7,0,2.3,2.7
1672,Truth Harris,LASAL,17,25.4,7.6,2.3,7,0.328,1.6,5.3,0.3,1.4,1.6,0.889,0.4,1.7,2.1,1.3,1.2,0.2,0.8,2.2
1673,"Kyle Cuffe, Jr.",MER,17,18.2,7.6,2.6,6.7,0.386,1.2,3.8,0.323,1.2,1.4,0.833,0.4,1.1,1.5,0.4,0.6,0.1,0.6,2.2
1674,Ben Oosterbaan,STTOM,16,24.6,7.6,2.9,6.1,0.485,1.3,3.4,0.364,0.4,0.7,0.636,0.8,3.8,4.6,1.6,0.4,0.4,0.7,1.9
1675,Tre Holloman,NCST,16,24.9,7.6,2.3,6.3,0.37,1.3,3.8,0.35,1.6,2.1,0.788,0.3,1.6,1.8,1.8,1.1,0.4,0.9,1.8
1676,P.J. Eason,AAMU,18,26.9,7.6,2.6,4.4,0.582,0,0,0,2.4,3.7,0.667,2,4.4,6.4,1.4,0.7,1.3,1.7,2.2
1677,Vlad Salaridze,YSU,18,15.9,7.6,2.7,6.3,0.421,0.7,2.2,0.3,1.6,2,0.778,2,1.8,3.8,1.6,0.9,0.3,0.9,2.2
1678,Dylan Arnett,UNT,18,26.8,7.6,3.3,7.8,0.426,0,0,0,0.9,1.8,0.5,1.9,3.6,5.5,1.1,0.9,0.8,1.4,2.1
1679,Jackson Holt,EKU,18,17.4,7.6,2.5,4.7,0.536,1.8,3.4,0.532,0.7,0.7,1,0.4,1,1.4,1,0.6,0,0.7,1.6
1680,Ben Plummer,UNF,18,30.3,7.6,2.8,7.6,0.365,1.3,4.6,0.28,0.7,1.1,0.684,1.3,2.4,3.8,1.1,0.4,0.1,0.9,1.8
1681,Ja'Borri McGhee,MISST,18,21.6,7.6,2.8,6.6,0.424,0.9,2.5,0.356,1.1,1.8,0.625,0.2,1.6,1.8,2.2,0.5,0.1,1.8,2.1
1682,Reed Bailey,IU,20,18.7,7.6,2.3,4,0.575,0,0,0,3,4,0.738,1.1,2.1,3.1,0.8,0.2,0.4,1,2.5
1683,Deuce Turner,FAIR,20,18.8,7.6,2.5,7.1,0.352,0.9,3.3,0.273,1.7,2.1,0.805,0.2,1.1,1.3,1.4,0.8,0.1,1.3,0.7
1684,Trevor Hennig,WEBER,13,20,7.5,2.9,5.7,0.514,0.3,1.5,0.211,1.4,2.2,0.621,0.2,1.9,2.2,1.2,0.2,0,0.9,1.7
1685,Aaron McBride,LOYMR,17,26.1,7.5,3,5.5,0.548,0.4,1.2,0.333,1.1,1.5,0.76,2.2,2.6,4.9,0.8,0.6,0.9,1.5,2.7
1686,Kyle Thomas,SIUE,19,20.1,7.5,2.8,5.6,0.495,0.4,1.2,0.348,1.5,1.8,0.853,1.4,2.9,4.4,0.3,0.3,0.6,1.1,2.2
1687,Kolby King,USU,20,19.8,7.5,2.2,4.9,0.449,1.4,3.6,0.38,1.8,2.3,0.761,0.7,2.9,3.6,1.7,0.7,0.1,0.9,1.5
1688,Traivar Jackson,NAU,18,23.6,7.5,2.9,5.1,0.582,0,0,0,1.6,2.5,0.644,1.5,3.1,4.6,0.9,0.7,0.9,1.1,2.9
1689,Akira Jacobs,FORD,18,30.4,7.5,2.5,6.5,0.385,1.7,4.8,0.349,0.8,1,0.833,1.2,3.8,5,1.1,0.4,0.1,0.7,2.6
1690,Jacob Beccles,COR,14,23.6,7.5,2.8,5.7,0.488,0.6,1.9,0.346,1.3,1.7,0.75,1,0.8,1.8,3.2,1.3,0.4,1.1,1.9
1691,Mason Ritter,COM,14,26.3,7.5,2.8,5.2,0.534,0,0.3,0,1.9,3.1,0.614,2.4,3,5.4,1.5,0.1,0.4,2,2.9
1692,Eddie Placer,WAGNR,18,24.3,7.5,2.6,7.1,0.362,1.7,4.2,0.395,0.7,0.8,0.867,0.2,1.3,1.6,1.2,0.4,0.1,0.9,1.8
1693,Javante Edwards,CAN,16,26.1,7.5,2.4,6.4,0.373,1.3,3.7,0.339,1.5,2.1,0.706,0.4,2.1,2.5,1.9,0.9,0,2.3,2.4
1694,Ben Gold,MARQ,19,26.6,7.5,2.8,6.7,0.422,0.9,4.1,0.231,0.8,1.3,0.667,1.3,3.5,4.8,0.9,0.6,0.3,0.6,2.2
1695,Eddie Ricks III,JMU,17,25.4,7.5,2.5,4.9,0.506,0.3,1.2,0.238,2.2,2.9,0.776,1.5,3.9,5.4,1.5,0.5,0.4,1,1.6
1696,Antwaun Massey,WIU,17,22,7.5,2.9,5.9,0.485,0.1,0.1,1,1.6,3.6,0.443,1.4,2,3.4,0.9,0.5,0.6,1.5,2.6
1697,Eli Ellis,SOCAR,15,26.7,7.5,2.5,7.1,0.349,0.9,2.9,0.326,1.6,1.8,0.889,0.8,2.1,2.9,1.4,0.8,0.1,0.7,1.5
1698,J.J. Massaquoi,UML,13,14.8,7.5,3.2,6.5,0.482,0,0.4,0,1.2,2,0.577,1.4,1.5,2.9,0.2,0,0.2,0.8,1.2
1699,Xavier Hall,INDST,20,27.3,7.5,2.7,6.5,0.415,0.8,3.1,0.262,1.3,1.9,0.676,0.4,1.8,2.1,3.7,0.8,0,1.3,2
1700,Devin Williams,FAU,18,25.4,7.4,3.2,6.2,0.509,0.3,1.3,0.217,0.8,1.2,0.714,2.2,3.2,5.4,1.7,0.3,2.5,1.4,2.1
1701,Valentino Pinedo,UNCG,18,27.8,7.4,3.1,5.1,0.615,0,0,0,1.2,2.3,0.537,2.7,2.7,5.4,1.3,0.9,1,1.2,3.1
1702,Cyril Martynov,FDU,18,27.2,7.4,3,5.1,0.587,0,0.1,0,1.4,3,0.481,1.6,3.7,5.3,2.3,0.3,0.2,2,1.7
1703,Maban Jabriel,QUC,18,18.9,7.4,2.7,5.7,0.476,1.4,3.3,0.441,0.6,0.7,0.769,0.8,2.7,3.5,0.9,0.6,0.6,0.6,1.7
1704,"Shawn Phillips, Jr.",MZZOU,18,21.4,7.4,3,4.4,0.684,0,0,0,1.4,2.6,0.565,1.8,3.2,4.9,0.5,0.3,1.4,2,3.3
1705,JoJo Anderson,EWASH,18,22.2,7.4,2.3,5.5,0.414,0.8,2.2,0.359,2.1,2.8,0.745,0.1,1.4,1.6,2.8,0.6,0.1,1.1,1.9
1706,Kevin McCarthy,USMA,18,24.8,7.4,2.7,7.1,0.386,1.7,5,0.344,0.3,0.4,0.625,1.2,1.2,2.4,1.1,0.3,0.2,1,1.8
1707,Josh Ogundele,HMPTN,14,16.9,7.4,2.8,4.7,0.591,0.2,0.4,0.6,1.6,2.9,0.575,1.4,1.9,3.3,0.6,0.1,0.6,0.9,1.9
1708,Emanuel Prospere II,UCSD,14,20.1,7.4,2.8,6.1,0.459,0.1,1.1,0.125,1.7,2.9,0.585,0.6,2.4,3,3.2,1.2,0.1,2.4,2.8
1709,Christian Richardson,OMAHA,12,16.7,7.4,3,3.8,0.783,0,0,0,1.4,2.8,0.515,1.1,1.4,2.5,0,0.5,0.7,1.3,2.7
1710,Jaden Daughtry,RICH,17,15,7.4,3,5.9,0.51,0.7,1.4,0.5,0.7,1.5,0.462,0.5,1.7,2.2,0.6,0.6,0,1.3,1.6
